SV regular	0	0.0051936150	105276	2199962	8399849
SV regular	1	0.0051133150	105196	2199963	8099853
SV branchless (C)	0	0.0060427080	97228	1199991	11599771
SV branchless (C)	1	0.0060492380	97239	1199992	11599772
SV branchless (asm)	0	0.0052556850	96786	1199991	8599859
SV branchless (asm)	1	0.0052582850	96826	1199992	8599860
SV branchless (SSE4.1)	0	0.0063865580	113009	927690	9858248
SV branchless (SSE4.1)	1	0.0063867390	112869	927691	9858249
