SV	Branch-based	0	0.2929631980	1087714	14155927	52756054	448696	6629222
SV	Branch-based	1	0.2919216000	1029720	14155926	52534305	448696	6629222
SV	Branch-based	2	0.2906400910	893646	14155926	52140444	448696	6629222
SV	Branch-based	3	0.2888225250	690941	14155925	51577376	448696	6629222
SV	Branch-based	4	0.2874108980	551257	14155926	51181917	448696	6629222
SV	Branch-based	5	0.2869758660	494691	14155924	51020194	448696	6629222
SV	Branch-based	6	0.2865900940	468205	14155926	50943318	448696	6629222
SV	Branch-based	7	0.2866421590	453148	14155926	50900550	448696	6629222
SV	Branch-based	8	0.2866848490	449995	14155924	50891635	448696	6629222
SV	Branch-avoiding	0	0.2967465840	490299	7526705	52686425	448696	6629222
SV	Branch-avoiding	1	0.2969589100	490194	7526705	52686425	448696	6629222
SV	Branch-avoiding	2	0.2967445740	490170	7526705	52686425	448696	6629222
SV	Branch-avoiding	3	0.2969754030	490196	7526705	52686425	448696	6629222
SV	Branch-avoiding	4	0.2967197340	490193	7526708	52686428	448696	6629222
SV	Branch-avoiding	5	0.2967880590	490182	7526706	52686426	448696	6629222
SV	Branch-avoiding	6	0.2965641750	490160	7526705	52686425	448696	6629222
SV	Branch-avoiding	7	0.2964773780	490172	7526705	52686425	448696	6629222
SV	Branch-avoiding	8	0.2968861970	490195	7526705	52686425	448696	6629222
