BFS/TD	Branch-based	0	0.0000008400	54	222	1110	1	8
BFS/TD	Branch-based	1	0.0000025800	112	255	1071	8	94
BFS/TD	Branch-based	2	0.0000138400	180	883	3788	31	385
BFS/TD	Branch-based	3	0.0000999500	1068	5852	25749	181	2719
BFS/TD	Branch-based	4	0.0008347930	11003	72838	306258	1555	34830
BFS/TD	Branch-based	5	0.0059355070	74044	548540	2190279	15547	258661
BFS/TD	Branch-based	6	0.0198422980	189965	1598941	6177954	74623	724761
BFS/TD	Branch-based	7	0.0229625270	190851	1494394	5776441	119345	627793
BFS/TD	Branch-based	8	0.0103743900	81312	584360	2289859	62711	229433
BFS/TD	Branch-based	9	0.0029061790	21595	153770	608699	18819	58038
BFS/TD	Branch-based	10	0.0007154220	5314	37290	148022	4666	13953
BFS/TD	Branch-based	11	0.0001245010	1252	8791	35096	1150	3220
BFS/TD	Branch-based	12	0.0000245400	393	2279	9166	272	842
BFS/TD	Branch-based	13	0.0000098700	174	1063	4226	104	402
BFS/TD	Branch-based	14	0.0000036200	94	529	2075	44	195
BFS/TD	Branch-based	15	0.0000009600	31	107	466	10	18
BFS/TD	Branch-avoiding	0	0.0000007400	25	61	348	1	8
BFS/TD	Branch-avoiding	1	0.0000016200	58	161	1450	8	94
BFS/TD	Branch-avoiding	2	0.0000114700	115	498	5172	31	385
BFS/TD	Branch-avoiding	3	0.0000759000	310	3132	34680	181	2719
BFS/TD	Branch-avoiding	4	0.0007521720	2092	37991	433752	1555	34830
BFS/TD	Branch-avoiding	5	0.0064683280	19044	289808	3259646	15547	258661
BFS/TD	Branch-avoiding	6	0.0221734950	86517	874063	9443609	74623	724761
BFS/TD	Branch-avoiding	7	0.0248850820	130978	866540	8727214	119345	627793
BFS/TD	Branch-avoiding	8	0.0109433310	62176	354909	3380551	62711	229433
BFS/TD	Branch-avoiding	9	0.0030313680	16975	95728	884889	18819	58038
BFS/TD	Branch-avoiding	10	0.0007381030	4024	23336	214338	4666	13953
BFS/TD	Branch-avoiding	11	0.0001288300	967	5571	50382	1150	3220
BFS/TD	Branch-avoiding	12	0.0000248500	290	1437	13066	272	842
BFS/TD	Branch-avoiding	13	0.0000109900	115	661	6106	104	402
BFS/TD	Branch-avoiding	14	0.0000042100	69	334	3022	44	195
BFS/TD	Branch-avoiding	15	0.0000008000	27	89	558	10	18
