Algorithm	Implementation	Iteration	Time	Cycles	Instructions	Stall.ROB	Stall.RAT	Stall.MEC	Stall.AnyRS	Loads.RehabQ	Stores.RehabQ	Loads.Retired	Stores.Retired	Branches	Mispredictions	Vertices	Edges
BFS/TD	Branch-avoiding	36	865713	2074796	2259669	7834	495959	329124	483562	10134	1918	381764	370183	192812	5192	3857	185088
BFS/TD	Branch-avoiding	37	885413	2117215	2312925	6538	500618	344659	504104	10183	1669	390805	378849	197396	5358	3983	189421
BFS/TD	Branch-avoiding	38	865183	2082474	2263142	8267	496091	332168	486824	9888	1691	382377	370715	193133	5231	3885	185354
BFS/TD	Branch-avoiding	39	855173	2003699	2151743	8855	496364	321039	476406	9532	1733	363596	352417	183662	5004	3724	176205
BFS/TD	Branch-avoiding	40	809163	1926940	2055773	6929	495328	323923	494734	9206	1618	347296	336807	175395	4703	3493	168400
BFS/TD	Branch-avoiding	41	833183	2006124	2152717	7172	493605	327913	495004	9584	1635	363693	352661	183687	4965	3675	176327
BFS/TD	Branch-avoiding	42	924393	2216926	2365447	8425	556720	366770	555736	10621	1827	399624	387521	201830	5431	4032	193757
BFS/TD	Branch-avoiding	43	984363	2372513	2529828	10469	599852	386447	586295	11563	2400	427394	414451	215855	5812	4312	207222
BFS/TD	Branch-avoiding	44	1085404	2557092	2747535	9520	642702	412362	637718	12256	2191	464167	450129	234422	6300	4676	225061
BFS/TD	Branch-avoiding	45	1127583	2712401	2928969	7337	659120	429456	660125	12841	2028	494879	479773	249959	6778	5033	239883
BFS/TD	Branch-avoiding	46	1158034	2773844	2988088	8697	679624	454283	680519	13144	2120	504816	489521	254958	6864	5096	244757
BFS/TD	Branch-avoiding	47	1228624	2825001	3055543	11782	684234	450229	679629	13365	2324	516264	500507	260759	7066	5250	250250
BFS/TD	Branch-avoiding	48	1155424	2775838	2985407	11607	682856	443485	682276	13154	2165	504391	489051	254752	6892	5110	244522
BFS/TD	Branch-avoiding	49	1176754	2814435	3003321	12618	715639	475700	713399	13370	2267	507383	492025	256252	6897	5117	246009
BFS/TD	Branch-avoiding	50	1168494	2813771	3001530	10434	699629	461764	696662	13530	2445	507103	491703	256119	6912	5131	245848
BFS/TD	Branch-avoiding	51	1177014	2764124	2959977	10237	698134	446692	692214	13186	2336	500050	484941	252543	6785	5033	242467
BFS/TD	Branch-avoiding	52	1238454	2974289	3192129	13372	736061	480758	733658	14107	2381	539299	522933	272378	7323	5453	261463
BFS/TD	Branch-avoiding	53	1318554	3168926	3382702	11374	791724	519376	790316	15164	2641	571509	554135	288651	7809	5789	277064
BFS/TD	Branch-avoiding	54	1369525	3245062	3488663	10828	796843	527562	802207	15432	2792	589387	571527	297670	8026	5950	285760
BFS/TD	Branch-avoiding	55	1413025	3380348	3624027	13754	835653	541238	835372	15990	2781	612262	593691	309227	8352	6188	296842
BFS/TD	Branch-avoiding	56	1418394	3418433	3643134	13583	852158	547254	848018	16187	2822	615549	596747	310909	8443	6265	298370
BFS/TD	Branch-avoiding	57	1453455	3362050	3587915	12058	843300	555011	839434	16084	2900	606209	587719	306186	8300	6160	293856
BFS/TD	Branch-avoiding	58	1363845	3278994	3498473	14183	817096	526037	821129	15667	3039	591047	573127	298511	8054	5971	286560
BFS/TD	Branch-avoiding	59	1348284	3237068	3411772	10979	839683	549422	841877	15360	2736	576382	558945	291098	7844	5810	279469
BFS/TD	Branch-avoiding	60	1347045	3173258	3349195	11288	824906	538165	821780	14952	2553	565825	548679	285770	7705	5712	274336
BFS/TD	Branch-avoiding	61	1330524	3207025	3393299	11495	829166	527690	807703	15206	2737	573266	555913	289526	7801	5782	277953
BFS/TD	Branch-avoiding	62	1385635	3336449	3553708	12307	843513	547641	830158	15761	2799	600374	582181	303220	8164	6062	291087
BFS/TD	Branch-avoiding	63	1474975	3479016	3686003	12370	903123	583988	893601	16435	2855	622725	603857	314507	8478	6286	301925
BFS/TD	Branch-avoiding	64	1523705	3655387	3861242	12532	950557	616855	945288	17506	3050	652311	632585	329444	8854	6573	316289
BFS/TD	Branch-avoiding	65	1626865	3785234	4032893	16586	954889	626684	962982	18114	3073	681352	660657	344125	9296	6895	330325
BFS/TD	Branch-avoiding	66	1636836	3918663	4184811	15519	985764	640941	976034	18634	3334	707014	685545	357086	9633	7154	342769
BFS/TD	Branch-avoiding	67	1657585	3981135	4255394	13782	1005686	662685	999710	18981	3305	718955	697087	363123	9804	7287	348540
BFS/TD	Branch-avoiding	68	1701566	4040449	4329659	19688	1005727	652065	1004237	19473	3658	731513	709243	369468	10002	7420	354618
BFS/TD	Branch-avoiding	69	1683776	4044911	4286042	16566	1026915	667793	1031284	19305	3523	724119	702125	365726	9871	7329	351059
BFS/TD	Branch-avoiding	70	1661985	3943748	4175703	13385	1020004	659700	1012729	18832	3522	705499	684027	356328	9644	7154	342010
BFS/TD	Branch-avoiding	71	1600846	3836061	4059231	14831	983450	635675	972362	18361	3150	685860	664895	346425	9400	6986	332444
BFS/TD	Branch-avoiding	72	1587245	3686835	3907311	15120	964755	619986	957522	17773	3433	660207	639995	333471	9067	6734	319994
BFS/TD	Branch-avoiding	73	1521465	3648902	3879997	15675	930274	589571	925784	17213	3042	655493	635641	331057	8908	6615	317817
BFS/TD	Branch-avoiding	74	1520475	3652626	3863792	15564	934888	611019	935671	17495	3275	652820	632905	329730	8943	6636	316449
BFS/TD	Branch-avoiding	75	1524235	3600690	3828545	14240	919500	586699	907132	17083	3129	646846	627159	326704	8829	6559	313576
BFS/TD	Branch-avoiding	76	1478975	3549017	3764263	15823	908821	584472	900775	16784	2984	635952	616667	321191	8650	6426	308330
BFS/TD	Branch-avoiding	77	1481365	3556500	3779488	13197	905586	586616	906453	16882	2929	638620	619041	322574	8791	6524	309517
BFS/TD	Branch-avoiding	78	1451205	3427921	3652193	14715	874409	559937	863528	16616	3198	617006	598327	311616	8371	6223	299160
BFS/TD	Branch-avoiding	79	1441245	3473383	3676586	13483	884243	579521	879960	16519	2910	621199	602229	313762	8526	6321	301111
BFS/TD	Branch-avoiding	80	1507455	3506928	3724157	14014	888639	579113	890368	16676	3023	629168	610111	317759	8551	6349	305052
BFS/TD	Branch-avoiding	81	1530515	3667247	3919183	13908	920174	597451	915949	17643	3104	662164	641997	334445	9059	6720	320995
BFS/TD	Branch-avoiding	82	1594455	3830992	4059320	12595	977849	651883	974311	18167	3183	685800	665003	346367	9324	6930	332498
BFS/TD	Branch-avoiding	83	1675126	3960889	4223831	15859	988099	647879	990935	19071	3213	713707	691815	360502	9831	7294	345904
BFS/TD	Branch-avoiding	84	1629255	3914602	4118134	15145	1014316	660979	1014273	18724	3394	695705	674677	351358	9426	7007	337335
BFS/TD	Branch-avoiding	85	1722656	4093029	4348667	16643	1023969	678731	1036430	19591	3550	734681	712411	371052	9993	7420	356202
BFS/TD	Branch-avoiding	86	1777786	4262689	4538671	13854	1085837	719866	1076751	20483	3675	766868	743425	387342	10521	7812	371709
BFS/TD	Branch-avoiding	87	1786996	4300643	4563648	15321	1096558	712788	1081727	20613	3767	771015	747611	389407	10503	7798	373802
BFS/TD	Branch-avoiding	88	1876436	4389535	4667167	16417	1109708	735790	1107060	20994	3842	788676	764351	398394	10919	8106	382172
BFS/TD	Branch-avoiding	89	1836086	4405702	4725622	14112	1093359	722591	1099774	21143	3598	798409	774105	403256	10907	8099	387049
BFS/TD	Branch-avoiding	90	1877056	4445217	4754491	12549	1107164	735135	1113755	21280	3694	803345	778765	405769	11031	8190	389379
BFS/TD	Branch-avoiding	91	1815857	4368376	4635206	16758	1112530	730319	1094996	20980	3872	783097	759339	395509	10655	7917	379666
BFS/TD	Branch-avoiding	92	1864566	4446086	4717193	18867	1131487	740893	1129848	21337	3820	796970	772747	402522	10873	8071	386370
BFS/TD	Branch-avoiding	93	1836086	4416087	4683688	17564	1122477	736403	1123605	21214	3920	791280	767291	399639	10773	7994	383642
BFS/TD	Branch-avoiding	94	1922326	4496305	4779467	20861	1144916	747461	1138049	21511	3962	807489	782951	407834	11000	8176	391472
BFS/TD	Branch-avoiding	95	1885837	4528316	4776838	18550	1164514	757244	1156516	21679	4113	807057	782501	407622	11034	8183	391247
BFS/TD	Branch-avoiding	96	1972606	4683296	4978031	19264	1184711	770535	1174551	22556	4284	841031	815485	424773	11461	8512	407739
BFS/TD	Branch-avoiding	97	1982277	4758180	5058950	17989	1196358	779177	1198853	22823	4224	854729	828703	431703	11698	8673	414348
BFS/TD	Branch-avoiding	98	2061417	4897898	5256063	22077	1219145	798910	1202924	23576	4232	887967	861077	448465	12072	8960	430535
BFS/TD	Branch-avoiding	99	2038547	4886704	5236890	20291	1213947	800289	1215887	23650	4309	884815	857823	446907	12117	8995	428908
BFS/TD	Branch-avoiding	100	2073776	4861603	5195535	17848	1223181	822912	1215026	23468	4215	877767	851129	443323	11959	8876	425561
BFS/TD	Branch-avoiding	101	2011837	4819295	5148594	19028	1195812	808464	1195552	23456	4152	869875	843387	439353	11876	8827	421690
BFS/TD	Branch-avoiding	102	2008307	4757544	5077869	18326	1193442	794860	1192455	23059	4082	857904	831833	433297	11721	8687	415913
BFS/TD	Branch-avoiding	103	1947016	4679333	4962740	16590	1189887	785599	1179904	22594	4018	838442	812983	423465	11445	8484	406488
BFS/TD	Branch-avoiding	104	1970497	4686931	4991811	18190	1177445	768373	1180986	22773	4395	843309	817805	425905	11437	8498	408899
BFS/TD	Branch-avoiding	105	2043277	4890806	5193846	20715	1249919	826501	1232962	23542	4396	877529	850789	443222	12019	8911	425391
BFS/TD	Branch-avoiding	106	2071937	4851624	5142997	19700	1241744	832549	1237582	23526	4505	868852	842571	438806	11804	8757	421282
BFS/TD	Branch-avoiding	107	2039286	4900958	5209196	19022	1242785	821546	1238206	23788	4456	880134	853289	444542	12054	8946	426641
BFS/TD	Branch-avoiding	108	2032767	4823310	5092373	16352	1250243	826790	1245495	23349	4495	860340	834227	434522	11730	8701	417110
BFS/TD	Branch-avoiding	109	1971227	4726686	5000912	20433	1237879	788196	1214627	23037	4312	844916	819205	426744	11549	8568	409599
BFS/TD	Branch-avoiding	110	1938146	4605140	4855129	17418	1202764	777936	1193847	22365	4078	820202	795433	414229	11118	8253	397713
BFS/TD	Branch-avoiding	111	1908507	4574219	4829600	18248	1196337	778322	1184577	22035	4131	815916	791213	412076	11093	8232	395603
BFS/TD	Branch-avoiding	112	2000976	4663662	4931819	17798	1207278	787083	1197772	22283	3732	833217	807923	420824	11370	8428	403958
BFS/TD	Branch-avoiding	113	2005227	4827092	5126980	19265	1236978	802007	1214379	22992	3939	866170	839913	437462	11791	8750	419953
BFS/TD	Branch-avoiding	114	2101117	4992003	5281595	17160	1289516	844935	1282757	24043	4493	892353	865169	450707	12219	9058	432581
BFS/TD	Branch-avoiding	115	2044277	4907789	5187778	19103	1259382	834560	1258344	23778	4486	876443	849871	442651	11928	8855	424932
BFS/TD	Branch-avoiding	116	2016697	4789456	5075899	20609	1227867	816834	1225371	23186	4126	857641	831423	433190	11777	8736	415708
BFS/TD	Branch-avoiding	117	1876986	4498223	4760894	14929	1162396	746335	1154568	21768	3999	804437	779797	406326	11066	8211	389895
BFS/TD	Branch-avoiding	118	1905976	4470116	4708559	16935	1165452	760304	1159982	21598	3932	795391	771483	401680	10734	7966	385738
BFS/TD	Branch-avoiding	119	1920187	4594689	4882254	18362	1169179	754814	1163795	22320	4059	824869	799767	416619	11258	8365	399880
BFS/TD	Branch-avoiding	120	1941206	4597378	4895843	17027	1176691	773496	1164091	22313	4104	827109	802067	417728	11258	8344	401030
BFS/TD	Branch-avoiding	121	1951277	4684743	5011676	20806	1174018	769366	1157923	22698	4121	846710	820999	427641	11554	8568	410496
BFS/TD	Branch-avoiding	122	2022626	4799644	5142541	17933	1190286	795108	1192648	23272	4312	868888	842355	438866	11894	8841	421174
BFS/TD	Branch-avoiding	123	1961767	4715718	5026938	19344	1188160	789115	1184719	22795	4183	849263	823531	428921	11547	8575	411762
BFS/TD	Branch-avoiding	124	2000497	4701658	5020145	18951	1176394	779544	1168243	22371	3932	848246	822259	428454	11663	8659	411126
BFS/TD	Branch-avoiding	125	1804456	4340113	4619574	14423	1081702	716105	1088319	20882	3788	780529	756687	394239	10700	7945	378340
BFS/TD	Branch-avoiding	126	1740425	4120994	4368389	14726	1048791	691194	1044970	20208	3777	738052	715593	372769	10078	7483	357793
BFS/TD	Branch-avoiding	127	1633066	3926658	4168862	12343	998625	664002	1006278	18754	3372	704309	682945	355716	9614	7119	341469
BFS/TD	Branch-avoiding	128	1569435	3770848	4003577	14839	962735	625196	967113	18130	3151	676410	655841	341633	9222	6853	327917
BFS/TD	Branch-avoiding	129	1554475	3692892	3933871	10841	935759	610033	930775	17820	3064	664612	644445	335668	9040	6720	322219
BFS/TD	Branch-avoiding	130	1507865	3620492	3836012	14751	918790	608729	917195	17361	3065	648078	628415	327317	8819	6552	314204
BFS/TD	Branch-avoiding	131	1513875	3637960	3856535	14968	935075	615125	930046	17482	3122	651539	631789	329061	8867	6580	315891
BFS/TD	Branch-avoiding	132	1562896	3641646	3855242	13631	935337	623913	924589	17757	3257	651479	631375	329091	9012	6699	315684
BFS/TD	Branch-avoiding	133	1476485	3534759	3768321	13294	892088	586966	893313	17166	3188	636734	617215	321619	8762	6503	308604
BFS/TD	Branch-avoiding	134	1476885	3485057	3680209	14032	898956	586308	899067	16907	3195	621803	602833	314065	8500	6321	301413
BFS/TD	Branch-avoiding	135	1403024	3375227	3556348	11845	862909	563919	871168	16425	3304	600814	582621	303440	8175	6062	291307
BFS/TD	Branch-avoiding	136	1417855	3405356	3609775	13489	872482	569224	867776	16408	3095	609871	591339	308024	8302	6174	295666
BFS/TD	Branch-avoiding	137	1453765	3439212	3637929	14752	880131	588397	888216	16640	3162	614607	595973	310410	8367	6209	297983
BFS/TD	Branch-avoiding	138	1459915	3501260	3690640	14679	902647	588730	904478	16740	3114	623532	604583	314925	8500	6314	302288
BFS/TD	Branch-avoiding	139	1476405	3541957	3758609	14186	900045	584779	896680	17070	3011	635022	615713	320729	8659	6433	307853
BFS/TD	Branch-avoiding	140	1566015	3648208	3853068	15344	942485	614453	946169	17563	3333	650902	631281	328722	8798	6538	315637
BFS/TD	Branch-avoiding	141	1573455	3782287	4023489	14363	961079	626696	957027	18312	3544	679766	659113	343324	9265	6881	329553
BFS/TD	Branch-avoiding	142	1637746	3871363	4111409	17052	985782	640494	980150	18457	3135	694603	673533	350815	9457	7021	336763
BFS/TD	Branch-avoiding	143	1643755	3937046	4178218	13579	1002774	654426	999715	18860	3487	705887	684481	356512	9606	7133	342237
BFS/TD	Branch-avoiding	144	1618025	3878743	4113719	15947	999613	656274	990546	18583	3471	695019	673883	351032	9492	7042	336938
BFS/TD	Branch-avoiding	145	1616966	3840856	4065168	14615	978841	640221	975418	18290	3604	686756	666001	346838	9337	6916	332997
BFS/TD	Branch-avoiding	146	1640285	3939788	4159457	17771	1011728	660701	1013747	18841	3423	702726	681401	354917	9570	7105	340697
BFS/TD	Branch-avoiding	147	1670776	3900035	4133095	15397	1002367	655405	995720	18865	3528	698264	677089	352662	9501	7056	338541
BFS/TD	Branch-avoiding	148	1658855	3978305	4214534	15147	1026137	667951	1013767	19201	3483	712033	690417	359620	9716	7203	345205
BFS/TD	Branch-avoiding	149	1668146	3999649	4259081	16769	1017667	652831	1012825	19375	3775	719554	697725	363415	9793	7273	348859
BFS/TD	Branch-avoiding	150	1643626	3893385	4114308	16574	996254	651625	985271	18803	3741	695114	673981	351080	9499	7042	336987
BFS/TD	Branch-avoiding	151	1586885	3804026	4039323	14698	967912	630927	966146	18297	3276	682433	661717	344669	9296	6902	330855
BFS/TD	Branch-avoiding	152	1551635	3681564	3901073	15623	938108	616367	930397	17843	3403	659043	639107	332845	8949	6643	319550
BFS/TD	Branch-avoiding	153	1486855	3577103	3781430	16115	922370	602751	917415	17161	3176	638897	619423	322695	8750	6489	309708
BFS/TD	Branch-avoiding	154	1435575	3452992	3658397	16238	881915	566405	867756	16578	3088	618096	599291	312182	8444	6265	299642
BFS/TD	Branch-avoiding	155	1389714	3216084	3424626	12066	809726	532121	807446	15559	2894	578571	561029	292210	7877	5845	280511
BFS/TD	Branch-avoiding	156	1294445	3114121	3311491	11403	783745	520808	777348	15060	2744	559485	542465	282578	7636	5670	271229
BFS/TD	Branch-avoiding	157	1222524	2926590	3136337	12469	725445	479437	725952	14033	2455	529851	513821	267599	7187	5341	256907
BFS/TD	Branch-avoiding	158	1211194	2844390	3040116	11591	711862	467650	708812	13660	2329	513674	497959	259457	7069	5236	248976
BFS/TD	Branch-avoiding	159	1069613	2565452	2731989	10080	645298	421731	641040	12362	2242	461545	447573	233102	6254	4655	223783
BFS/TD	Branch-avoiding	160	997624	2399678	2548015	8125	611915	390745	610521	11577	2261	430447	417459	217388	5827	4326	208726
BFS/TD	Branch-avoiding	161	985813	2377988	2525013	9776	601085	390389	597856	11542	2178	426657	413567	215511	5883	4361	206780
BFS/TD	Branch-avoiding	162	981233	2319980	2480620	8204	583957	388330	581253	11353	2097	419062	406413	211640	5690	4214	203203
BFS/TD	Branch-avoiding	163	928593	2227618	2390851	9048	549066	363138	545605	10849	1978	403970	391615	204045	5546	4116	195804
BFS/TD	Branch-avoiding	164	856043	2055954	2200451	5637	513751	338203	507487	9908	1899	371773	360465	187771	5089	3766	180229
BFS/TD	Branch-avoiding	165	777753	1871524	2002981	4626	455665	318048	460254	9123	1609	338401	328125	170914	4616	3423	164059
BFS/TD	Branch-avoiding	166	765922	1726847	1858193	6383	414983	283588	418040	8606	1653	313971	304367	158587	4318	3199	152180
BFS/TD	Branch-avoiding	167	665923	1599024	1708296	7521	392519	264142	386030	7974	1508	288568	279909	145728	3886	2884	139951
BFS/TD	Branch-avoiding	168	628582	1510233	1669571	7680	344860	242785	338616	7509	1215	282058	273525	142452	3821	2842	136759
BFS/TD	Branch-avoiding	169	618322	1494706	1662487	5500	329074	243785	348756	7691	1614	280899	272321	141878	3843	2856	136157
BFS/TD	Branch-avoiding	170	576852	1390572	1579327	2736	283416	213636	284161	7113	1248	266812	258741	134753	3626	2688	129367
BFS/TD	Branch-avoiding	171	503251	1204836	1390579	2725	234092	180606	226102	6235	1156	234962	227773	118680	3226	2394	113883
BFS/TD	Branch-avoiding	172	427082	1018847	1182539	1757	191577	157398	189121	5246	841	199822	193683	100935	2766	2044	96838
BFS/TD	Branch-avoiding	173	352461	848221	988023	1599	151085	130500	155084	4411	719	166936	161847	84317	2291	1694	80920
BFS/TD	Branch-avoiding	174	335361	678657	809859	2035	113931	97341	113656	3650	654	136850	132643	69127	1882	1400	66318
BFS/TD	Branch-avoiding	175	194901	474453	564915	356	73778	68731	69949	2552	441	95466	92519	48225	1319	980	46256
BFS/TD	Branch-avoiding	176	65630	157455	192222	24	23298	21634	22884	914	141	32501	31465	16424	464	343	15729
BFS/TD	Branch-avoiding	177	8400	20444	25229	4	2780	2138	2507	120	19	4277	4123	2165	68	49	2058
