Algorithm	Implementation	Iteration	Time	Cycles	Instructions	Stall.SB	Stall.LB	Loads.Dispatched	Stores.Dispatched	Stall.LDQ	Branches	Mispredictions	Vertices	Edges
BFS/TD	Branch-avoiding	87	781227	2670551	4563647	3060	0	805481	768926	0	389407	7801	7798	373802
BFS/TD	Branch-avoiding	88	780715	2742133	4667168	2376	0	824593	786933	0	398393	8111	8106	382172
BFS/TD	Branch-avoiding	89	780627	2747051	4725621	2143	0	834741	796751	0	403256	8103	8099	387049
BFS/TD	Branch-avoiding	90	785883	2763495	4754491	1620	0	839962	801649	0	405769	8193	8190	389379
BFS/TD	Branch-avoiding	91	770417	2713482	4635205	2680	0	818020	780930	0	395509	7920	7917	379666
BFS/TD	Branch-avoiding	92	797381	2773296	4717193	2704	0	832951	795212	0	402521	8074	8071	386370
BFS/TD	Branch-avoiding	93	775333	2723870	4683688	1911	0	826700	789521	0	399639	7999	7994	383642
BFS/TD	Branch-avoiding	94	797895	2801161	4779467	2341	0	843450	805577	0	407833	8180	8176	391472
BFS/TD	Branch-avoiding	95	806646	2837389	4776837	2247	0	843090	804927	0	407623	8186	8183	391247
BFS/TD	Branch-avoiding	96	833726	2938218	4978031	2795	0	878370	838784	0	424772	8515	8512	407739
BFS/TD	Branch-avoiding	97	857535	2992223	5058949	2208	0	893154	852514	0	431703	8676	8673	414348
BFS/TD	Branch-avoiding	98	880779	3092250	5256064	2475	0	927145	885254	0	448464	8965	8960	430535
BFS/TD	Branch-avoiding	99	870587	3072647	5236889	2823	0	924923	882739	0	446907	8999	8995	428908
BFS/TD	Branch-avoiding	100	866326	3060134	5195535	1986	0	917271	875547	0	443323	8879	8876	425561
BFS/TD	Branch-avoiding	101	858907	3031017	5148593	1806	0	909399	867903	0	439353	8830	8827	421690
BFS/TD	Branch-avoiding	102	859928	2996279	5077869	1773	0	896644	855751	0	433296	8692	8687	415913
BFS/TD	Branch-avoiding	103	836114	2941097	4962740	2399	0	875637	836074	0	423465	8488	8484	406488
BFS/TD	Branch-avoiding	104	836799	2943397	4991811	2908	0	880603	841001	0	425905	8501	8498	408899
BFS/TD	Branch-avoiding	105	879284	3092199	5193845	3512	0	917227	875791	0	443222	8914	8911	425391
BFS/TD	Branch-avoiding	106	879084	3080680	5142997	2163	0	907981	866840	0	438805	8760	8757	421282
BFS/TD	Branch-avoiding	107	879250	3097261	5209196	2142	0	919937	878178	0	444542	8951	8946	426641
BFS/TD	Branch-avoiding	108	864615	3041471	5092373	2340	0	899127	858467	0	434521	8705	8701	417110
BFS/TD	Branch-avoiding	109	849406	2982894	5000911	2635	0	882976	842792	0	426745	8571	8568	409599
BFS/TD	Branch-avoiding	110	827157	2908365	4855129	3271	0	856486	817887	0	414228	8256	8253	397713
BFS/TD	Branch-avoiding	111	826407	2885336	4829599	2269	0	852196	813731	0	412076	8235	8232	395603
BFS/TD	Branch-avoiding	112	839924	2950546	4931820	1900	0	870778	831064	0	420823	8433	8428	403958
BFS/TD	Branch-avoiding	113	867261	3043803	5126979	2666	0	905309	864296	0	437462	8754	8750	419953
BFS/TD	Branch-avoiding	114	895865	3151294	5281595	2270	0	932826	890473	0	450707	9061	9058	432581
BFS/TD	Branch-avoiding	115	876309	3079797	5187777	2233	0	916179	874525	0	442651	8858	8855	424932
BFS/TD	Branch-avoiding	116	869764	3029583	5075899	2682	0	896942	856072	0	433189	8741	8736	415708
BFS/TD	Branch-avoiding	117	806777	2840295	4760894	2101	0	841237	802821	0	406326	8215	8211	389895
BFS/TD	Branch-avoiding	118	799775	2808243	4708559	2113	0	830798	793629	0	401680	7969	7966	385738
BFS/TD	Branch-avoiding	119	824198	2907329	4882253	2388	0	862134	822949	0	416619	8368	8365	399880
BFS/TD	Branch-avoiding	120	830373	2921857	4895843	3081	0	864426	825198	0	417727	8347	8344	401030
BFS/TD	Branch-avoiding	121	849475	2964660	5011676	2185	0	885001	845055	0	427641	8573	8568	410496
BFS/TD	Branch-avoiding	122	864610	3032761	5142541	2393	0	908339	867048	0	438865	8845	8841	421174
BFS/TD	Branch-avoiding	123	838116	2945605	5026937	1844	0	887345	847350	0	428922	8578	8575	411762
BFS/TD	Branch-avoiding	124	833374	2946661	5020145	2492	0	887023	846388	0	428453	8662	8659	411126
BFS/TD	Branch-avoiding	125	774933	2707000	4619573	2006	0	815803	778591	0	394239	7948	7945	378340
BFS/TD	Branch-avoiding	126	729388	2560448	4368390	2266	0	771286	736440	0	372768	7488	7483	357793
BFS/TD	Branch-avoiding	127	686180	2420143	4168861	2126	0	735584	702393	0	355716	7123	7119	341469
BFS/TD	Branch-avoiding	128	662812	2323069	4003577	1581	0	706393	674316	0	341633	6856	6853	327917
BFS/TD	Branch-avoiding	129	647094	2281081	3933871	1792	0	694020	662612	0	335668	6723	6720	322219
BFS/TD	Branch-avoiding	130	629156	2215146	3836011	1849	0	676845	646107	0	327317	6555	6552	314204
BFS/TD	Branch-avoiding	131	639162	2228397	3856535	2259	0	680597	649638	0	329060	6583	6580	315891
BFS/TD	Branch-avoiding	132	639187	2245341	3855242	1995	0	680816	649669	0	329091	6704	6699	315684
BFS/TD	Branch-avoiding	133	619792	2180420	3768321	1617	0	665182	634997	0	321619	6507	6503	308604
BFS/TD	Branch-avoiding	134	606228	2128482	3680209	1788	0	649333	620050	0	314064	6324	6321	301413
BFS/TD	Branch-avoiding	135	589882	2073679	3556347	1955	0	627391	599181	0	303441	6065	6062	291307
BFS/TD	Branch-avoiding	136	592410	2083860	3609775	1758	0	636855	607961	0	308023	6177	6174	295666
BFS/TD	Branch-avoiding	137	603050	2121459	3637929	1976	0	642005	612993	0	310410	6212	6209	297983
BFS/TD	Branch-avoiding	138	617280	2143025	3690639	2207	0	651340	621730	0	314925	6319	6314	302288
BFS/TD	Branch-avoiding	139	617303	2170891	3758610	1455	0	663457	633198	0	320728	6437	6433	307853
BFS/TD	Branch-avoiding	140	636384	2238553	3853067	2093	0	679886	649412	0	328722	6541	6538	315637
BFS/TD	Branch-avoiding	141	658798	2329189	4023489	1809	0	710172	678031	0	343325	6884	6881	329553
BFS/TD	Branch-avoiding	142	673273	2371149	4111409	1638	0	725692	692832	0	350814	7024	7021	336763
BFS/TD	Branch-avoiding	143	691536	2424353	4178217	1925	0	737280	703985	0	356512	7136	7133	342237
BFS/TD	Branch-avoiding	144	686702	2392541	4113719	1211	0	726123	693180	0	351031	7047	7042	336938
BFS/TD	Branch-avoiding	145	676392	2372781	4065168	1607	0	716893	684775	0	346838	6920	6916	332997
BFS/TD	Branch-avoiding	146	688049	2415644	4159457	2139	0	733988	700677	0	354916	7108	7105	340697
BFS/TD	Branch-avoiding	147	689894	2415680	4133095	1516	0	729153	696347	0	352663	7059	7056	338541
BFS/TD	Branch-avoiding	148	700169	2469588	4214533	2376	0	743827	710075	0	359620	7206	7203	345205
BFS/TD	Branch-avoiding	149	703000	2473355	4259081	2061	0	751572	717576	0	363414	7276	7273	348859
BFS/TD	Branch-avoiding	150	691271	2406561	4114307	2282	0	726225	693386	0	351080	7047	7042	336987
BFS/TD	Branch-avoiding	151	664471	2343537	4039324	1779	0	713046	680547	0	344668	6906	6902	330855
BFS/TD	Branch-avoiding	152	642145	2254168	3901073	1765	0	688172	657166	0	332845	6646	6643	319550
BFS/TD	Branch-avoiding	153	623663	2195349	3781429	1646	0	667566	637130	0	322696	6492	6489	309708
BFS/TD	Branch-avoiding	154	602835	2119577	3658397	1079	0	646068	616579	0	312181	6268	6265	299642
BFS/TD	Branch-avoiding	155	560500	1968650	3424625	1900	0	604481	577124	0	292210	5848	5845	280511
BFS/TD	Branch-avoiding	156	544405	1897366	3311491	1356	0	584412	557840	0	282578	5673	5670	271229
BFS/TD	Branch-avoiding	157	507437	1786212	3136338	1633	0	553406	528378	0	267598	5346	5341	256907
BFS/TD	Branch-avoiding	158	492428	1729814	3040115	1146	0	536566	512151	0	259457	5240	5236	248976
BFS/TD	Branch-avoiding	159	442150	1549750	2731989	1262	0	481720	460107	0	233102	4658	4655	223783
BFS/TD	Branch-avoiding	160	411511	1450152	2548015	1249	0	449084	428935	0	217387	4329	4326	208726
BFS/TD	Branch-avoiding	161	410500	1443474	2525013	1001	0	445643	425233	0	215512	4364	4361	206780
BFS/TD	Branch-avoiding	162	401562	1407653	2480619	1195	0	437474	417709	0	211640	4217	4214	203203
BFS/TD	Branch-avoiding	163	381915	1345309	2390851	525	0	421958	402677	0	204045	4119	4116	195804
BFS/TD	Branch-avoiding	164	351489	1238526	2200451	1620	0	388216	370596	0	187770	3769	3766	180229
BFS/TD	Branch-avoiding	165	322143	1131141	2002981	648	0	353338	337362	0	170914	3426	3423	164059
BFS/TD	Branch-avoiding	166	305616	1048817	1858193	895	0	327920	312972	0	158587	3202	3199	152180
BFS/TD	Branch-avoiding	167	279127	979234	1708295	841	0	301073	287577	0	145728	2889	2884	139951
BFS/TD	Branch-avoiding	168	267727	945347	1669572	949	0	294503	281164	0	142452	2846	2842	136759
BFS/TD	Branch-avoiding	169	267608	941320	1662487	572	0	293350	279959	0	141878	2859	2856	136157
BFS/TD	Branch-avoiding	170	251887	887434	1579327	474	0	278557	265998	0	134752	2691	2688	129367
BFS/TD	Branch-avoiding	171	219232	764663	1390579	559	0	245586	234464	0	118680	2397	2394	113883
BFS/TD	Branch-avoiding	172	185438	651230	1182539	505	0	208891	199367	0	100935	2047	2044	96838
BFS/TD	Branch-avoiding	173	153736	542807	988023	394	0	174568	166575	0	84317	1697	1694	80920
BFS/TD	Branch-avoiding	174	122363	429789	809859	257	0	143138	136536	0	69127	1403	1400	66318
BFS/TD	Branch-avoiding	175	84516	297135	564915	226	0	99907	95303	0	48226	983	980	46256
BFS/TD	Branch-avoiding	176	28505	100074	192221	0	0	34099	32463	0	16424	346	343	15729
BFS/TD	Branch-avoiding	177	3700	13363	25229	0	0	4515	4270	0	2165	52	49	2058
