SV branchless (CA15)	30	0.1387030840	953030	47502768	284848132
SV branchless (CA15)	31	0.1386878750	953078	47502873	284848132
SV branchless (CA15)	32	0.1388883750	953064	47503378	284848132
SV branchless (CA15)	33	0.1387112500	953105	47503264	284848132
SV branchless (CA15)	34	0.1388385000	953080	47503116	284848132
SV branchless (CA15)	35	0.1387079580	953051	47502546	284848132
SV branchless (CA15)	36	0.1387995410	953057	47502947	284848132
SV branchless (CA15)	37	0.1388247090	953054	47502898	284848132
SV branchless (CA15)	38	0.1386090420	953014	47502051	284848132
SV branchless (CA15)	39	0.1387553760	953056	47502740	284848132
SV branchless (CA15)	40	0.1387516250	953027	47502365	284848132
SV branchless (CA15)	41	0.1388258340	953064	47503016	284848132
SV branchless (CA15)	42	0.1386746660	953035	47502881	284848132
SV branchless (CA15)	43	0.1387476670	953021	47502666	284848132
SV branchless (CA15)	44	0.1389269170	953056	47502635	284848132
SV branchless (CA15)	45	0.1387564580	953090	47502932	284848132
SV branchless (CA15)	46	0.1386881660	953033	47502682	284848132
SV branchless (CA15)	47	0.1387150420	953061	47502995	284848132
SV branchless (CA15)	48	0.1386981250	952990	47502469	284848132
SV branchless (CA15)	49	0.1387102090	953017	47502638	284848132
SV branchless (CA15)	50	0.1387064580	953058	47502709	284848132
SV branchless (CA15)	51	0.1387689580	953065	47502595	284848132
SV branchless (CA15)	52	0.1388559170	953074	47502584	284848132
SV branchless (CA15)	53	0.1386948750	953071	47502895	284848132
SV branchless (CA15)	54	0.1387707510	953023	47503060	284848132
SV branchless (CA15)	55	0.1387453340	953047	47502457	284848132
SV branchless (CA15)	56	0.1388393330	953057	47502501	284848132
SV branchless (CA15)	57	0.1387007090	953086	47502881	284848132
SV branchless (CA15)	58	0.1388457920	953077	47503071	284848132
