SV branchy (CA15)	0	0.0013150830	9689	41434	131862
SV branchy (CA15)	1	0.0020630000	13224	44166	131100
SV branchy (CA15)	2	0.0016542080	11247	42770	130335
SV branchy (CA15)	3	0.0016157920	10713	42470	130302
SV branchy (CA15)	4	0.0014122080	10416	41973	129111
SV branchy (CA15)	5	0.0014702500	9155	40822	125748
SV branchy (CA15)	6	0.0013600420	7877	39486	123174
SV branchy (CA15)	7	0.0012465420	6693	38271	121191
SV branchy (CA15)	8	0.0001172920	5834	37410	119865
SV branchy (CA15)	9	0.0001135000	5472	37095	119331
SV branchy (CA15)	10	0.0001113750	5269	36847	119004
SV branchy (CA15)	11	0.0001103340	5134	36773	118839
SV branchy (CA15)	12	0.0001097090	5091	36726	118767
SV branchy (CA15)	13	0.0001098330	5069	36726	118737
SV branchy (CA15)	14	0.0001102500	5145	36702	118722
SV branchy (CA15)	15	0.0001098330	5094	36708	118716
SV branchless (CA15)	0	0.0001162920	5352	23351	138484
SV branchless (CA15)	1	0.0001106670	5176	23380	138484
SV branchless (CA15)	2	0.0001106250	5180	23374	138484
SV branchless (CA15)	3	0.0001107080	5207	23374	138484
SV branchless (CA15)	4	0.0001108330	5214	23368	138484
SV branchless (CA15)	5	0.0001110420	5243	23368	138484
SV branchless (CA15)	6	0.0001107500	5197	23368	138484
SV branchless (CA15)	7	0.0001106670	5213	23370	138484
SV branchless (CA15)	8	0.0001103750	5183	23363	138484
SV branchless (CA15)	9	0.0001107080	5192	23356	138484
SV branchless (CA15)	10	0.0001103750	5158	23348	138484
SV branchless (CA15)	11	0.0001105000	5191	23367	138484
SV branchless (CA15)	12	0.0001106250	5171	23365	138484
SV branchless (CA15)	13	0.0001109170	5226	23388	138484
SV branchless (CA15)	14	0.0001105000	5178	23361	138484
SV branchless (CA15)	15	0.0001103750	5189	23388	138484
