SV branchy (CA15)	0	0.0018158750	79579	620805	1831408
SV branchy (CA15)	1	0.0015477500	60520	584077	1741519
SV branchy (CA15)	2	0.0013349170	41409	548951	1694551
SV branchy (CA15)	3	0.0012865000	38526	544607	1690045
SV branchy (CA15)	4	0.0012720420	38206	544300	1689718
SV branchy (CA15)	5	0.0012765830	38174	544464	1689712
SV branchless (CA15)	0	0.0013391670	38671	303849	1814368
SV branchless (CA15)	1	0.0013231660	36594	303555	1814368
SV branchless (CA15)	2	0.0012850000	36455	303534	1814368
SV branchless (CA15)	3	0.0012773330	36360	303617	1814368
SV branchless (CA15)	4	0.0012718750	36463	303641	1814368
SV branchless (CA15)	5	0.0012620000	36473	303544	1814368
