Algorithm	Implementation	Itetarion	Time	Cycles	Instructions	Loads.Retired	Stores.Retired	RESOURCE_STALLS.RS	RESOURCE_STALLS.SB	RESOURCE_STALLS.ROB	Branches	Mispredictions	Vertices	Edges
SV	Branch-based	0	75746607	265058607	554562092	155303839	2722676	1388496	0	0	155303724	2484550	943696	76708152
SV	Branch-based	1	63502641	222235728	548285384	155303818	630441	2088491	0	0	155303720	1204578	943696	76708152
SV	Branch-based	2	59397643	207626677	546506062	155303811	37334	2076562	0	0	155303720	946370	943696	76708152
SV	Branch-based	3	59350432	207399739	546394069	155303804	3	1769540	0	0	155303720	943715	943696	76708152
SV	Branch-avoiding	0	68474012	239394273	550168858	155303826	943700	81484865	0	0	78595570	941269	943696	76708152
SV	Branch-avoiding	1	68508871	239641425	550168859	155303826	943700	81490803	0	0	78595570	941260	943696	76708152
SV	Branch-avoiding	2	68517616	239529131	550168858	155303826	943700	81566059	0	0	78595570	941280	943696	76708152
SV	Branch-avoiding	3	68531827	239536971	550168858	155303826	943700	81463256	0	0	78595570	941237	943696	76708152
