BFS/TD	Branch-based	0	0.0000056180	80	369	1839	1	80
BFS/TD	Branch-based	1	0.0000440180	245	12147	43718	80	5968
BFS/TD	Branch-based	2	0.0001371310	554	48867	174050	300	24108
BFS/TD	Branch-based	3	0.0003195690	1134	115054	408753	684	56817
BFS/TD	Branch-based	4	0.0006482060	2081	222858	790769	1317	110085
BFS/TD	Branch-based	5	0.0010271160	3273	376632	1334828	2253	186036
BFS/TD	Branch-based	6	0.0014413190	4454	534061	1890903	3267	263736
BFS/TD	Branch-based	7	0.0018347260	5476	655815	2321780	3945	323934
BFS/TD	Branch-based	8	0.0021620960	6584	801884	2838037	4848	396066
BFS/TD	Branch-based	9	0.0025835450	7696	935159	3309550	5616	461934
BFS/TD	Branch-based	10	0.0030028200	9011	1090175	3858622	6534	538524
BFS/TD	Branch-based	11	0.0036156030	10711	1307167	4626252	7788	645765
BFS/TD	Branch-based	12	0.0042824460	12669	1554363	5500199	9255	767895
BFS/TD	Branch-based	13	0.0050103540	14676	1812484	6414213	10710	895500
BFS/TD	Branch-based	14	0.0060510680	17465	2160302	7644193	12786	1067331
BFS/TD	Branch-based	15	0.0070469900	20374	2541777	8994644	14919	1255935
BFS/TD	Branch-based	16	0.0085822620	24377	3038330	10750000	17883	1501245
BFS/TD	Branch-based	17	0.0099442090	28188	3520499	12454585	20730	1739481
BFS/TD	Branch-based	18	0.0112860630	31802	3999320	14148874	23550	1976070
BFS/TD	Branch-based	19	0.0128877940	36271	4563552	16144358	26871	2254863
BFS/TD	Branch-based	20	0.0146384220	41160	5152731	18226376	30444	2545878
BFS/TD	Branch-based	21	0.0162123200	45437	5708342	20193466	33504	2820621
BFS/TD	Branch-based	22	0.0180064270	50032	6364444	22507215	37932	3144243
BFS/TD	Branch-based	23	0.0188028180	52302	6631189	23454567	39303	3276243
BFS/TD	Branch-based	24	0.0202561600	56580	7133410	25229433	42516	3524139
BFS/TD	Branch-based	25	0.0213209100	59631	7518774	26590559	45003	3714333
BFS/TD	Branch-based	26	0.0220728200	61599	7740159	27376856	46635	3823392
BFS/TD	Branch-based	27	0.0228012750	63293	8068585	28529565	48822	3985419
BFS/TD	Branch-based	28	0.0212849560	59475	7648061	27029842	47706	3776277
BFS/TD	Branch-based	29	0.0177935530	49870	6385191	22568777	39519	3153033
BFS/TD	Branch-based	30	0.0152279850	43109	5469887	19337161	34026	2700876
BFS/TD	Branch-based	31	0.0135734100	38621	4864960	17200335	30165	2402274
BFS/TD	Branch-based	32	0.0123744760	35418	4448942	15731722	27498	2196933
BFS/TD	Branch-based	33	0.0116044480	33278	4174043	14758459	25980	2061003
BFS/TD	Branch-based	34	0.0105428170	30305	3796669	13421964	23790	1874508
BFS/TD	Branch-based	35	0.0093929940	26727	3343321	11821314	20748	1650876
BFS/TD	Branch-based	36	0.0086116930	24707	3072868	10864350	19146	1517253
BFS/TD	Branch-based	37	0.0077102250	22235	2764292	9773557	17286	1364826
BFS/TD	Branch-based	38	0.0070881050	20445	2514614	8894455	15552	1241721
BFS/TD	Branch-based	39	0.0070654100	20527	2541001	8987190	15543	1254924
BFS/TD	Branch-based	40	0.0071461700	20660	2562116	9061594	15678	1265346
BFS/TD	Branch-based	41	0.0071132980	20499	2553566	9030472	15711	1261038
BFS/TD	Branch-based	42	0.0067488260	19503	2436329	8612527	15279	1202853
BFS/TD	Branch-based	43	0.0058924490	17186	2117980	7488948	13170	1045788
BFS/TD	Branch-based	44	0.0055200200	15755	1954648	6910554	12159	965133
BFS/TD	Branch-based	45	0.0047620660	13635	1709196	6038909	10926	843642
BFS/TD	Branch-based	46	0.0036468330	10355	1268195	4484527	7968	626100
BFS/TD	Branch-based	47	0.0033717540	9625	1181543	4177933	7299	583443
BFS/TD	Branch-based	48	0.0030563780	8921	1098399	3883217	6864	542307
