BFS/TD	Branch-based	0	0.0000018370	76	247	1229	1	19
BFS/TD	Branch-based	1	0.0000112650	96	1017	3956	19	464
BFS/TD	Branch-based	2	0.0001159210	511	8431	35002	92	4098
BFS/TD	Branch-based	3	0.0027575010	9615	482750	1791781	1718	239617
BFS/TD	Branch-based	4	0.0436540790	112357	9256581	33024940	32337	4595836
BFS/TD	Branch-based	5	0.1575384320	316078	31838292	112610734	176764	15742233
BFS/TD	Branch-based	6	0.1132101440	290115	17241038	61246276	215658	8404779
BFS/TD	Branch-based	7	0.0316583770	108758	2762016	9988260	85296	1295672
BFS/TD	Branch-based	8	0.0068926620	27259	385083	1428575	21775	170738
BFS/TD	Branch-based	9	0.0015617030	6403	67925	256903	5137	28799
BFS/TD	Branch-based	10	0.0003249840	1544	15467	58869	1232	6476
BFS/TD	Branch-based	11	0.0000527930	474	4547	17229	325	1923
BFS/TD	Branch-based	12	0.0000171220	162	1077	4208	92	421
BFS/TD	Branch-based	13	0.0000057670	68	853	3169	33	368
BFS/TD	Branch-based	14	0.0000012230	30	95	417	7	15
BFS/TD	Branch-avoiding	0	0.0000018300	30	72	482	1	19
BFS/TD	Branch-avoiding	1	0.0000128180	66	553	6002	19	464
BFS/TD	Branch-avoiding	2	0.0001987280	122	4334	50341	92	4098
BFS/TD	Branch-avoiding	3	0.0032025910	1792	243104	2892828	1718	239617
BFS/TD	Branch-avoiding	4	0.0565050180	32559	4660575	55473660	32337	4595836
BFS/TD	Branch-avoiding	5	0.2037701150	178298	16095862	190674730	176764	15742233
BFS/TD	Branch-avoiding	6	0.1379192940	220077	8836181	103014207	215658	8404779
BFS/TD	Branch-avoiding	7	0.0352630070	85973	1466324	16401277	85296	1295672
BFS/TD	Branch-avoiding	8	0.0073176810	20435	214341	2266852	21775	170738
BFS/TD	Branch-avoiding	9	0.0015865730	4472	39125	397203	5137	28799
BFS/TD	Branch-avoiding	10	0.0003369320	1029	8991	90276	1232	6476
BFS/TD	Branch-avoiding	11	0.0000577810	335	2624	26570	325	1923
BFS/TD	Branch-avoiding	12	0.0000183750	118	656	6216	92	421
BFS/TD	Branch-avoiding	13	0.0000069450	55	485	4990	33	368
BFS/TD	Branch-avoiding	14	0.0000012220	26	80	494	7	15
