BFS/TD	Branch-based	0	0.0000036300	78	235	1169	1	13
BFS/TD	Branch-based	1	0.0000164400	178	449	1806	13	186
BFS/TD	Branch-based	2	0.0000427650	284	1397	5361	44	629
BFS/TD	Branch-based	3	0.0000833180	429	2991	11369	92	1378
BFS/TD	Branch-based	4	0.0001534360	642	5929	22297	187	2752
BFS/TD	Branch-based	5	0.0002593730	989	9760	36627	307	4547
BFS/TD	Branch-based	6	0.0003884800	1443	15610	58362	495	7284
BFS/TD	Branch-based	7	0.0005478180	1993	22721	84795	727	10608
BFS/TD	Branch-based	8	0.0008076110	2672	31113	115992	1009	14521
BFS/TD	Branch-based	9	0.0012157860	3578	41752	155614	1337	19512
BFS/TD	Branch-based	10	0.0016085550	4680	55797	207786	1805	26067
BFS/TD	Branch-based	11	0.0021227660	5968	72420	269444	2341	33842
BFS/TD	Branch-based	12	0.0027716690	7445	92090	342204	2965	43053
BFS/TD	Branch-based	13	0.0035085850	8798	112908	418854	3646	52780
BFS/TD	Branch-based	14	0.0041923850	10349	132061	490102	4229	61773
BFS/TD	Branch-based	15	0.0050111870	12003	157070	582305	5051	73455
BFS/TD	Branch-based	16	0.0058709390	13881	181072	671230	5787	84719
BFS/TD	Branch-based	17	0.0067360010	15803	208354	772204	6692	97455
BFS/TD	Branch-based	18	0.0076959380	18020	237587	880541	7616	111147
BFS/TD	Branch-based	19	0.0087218230	20822	271475	1006482	8700	127006
BFS/TD	Branch-based	20	0.0099416370	23740	313078	1160310	10062	146445
BFS/TD	Branch-based	21	0.0113733110	26748	356836	1321843	11440	166945
BFS/TD	Branch-based	22	0.0128745410	30149	402236	1489630	12857	188227
BFS/TD	Branch-based	23	0.0140688840	33071	452130	1672897	14404	211626
BFS/TD	Branch-based	24	0.0151606200	36369	498354	1843484	15738	233403
BFS/TD	Branch-based	25	0.0163801190	39651	547098	2023242	17340	256172
BFS/TD	Branch-based	26	0.0171729320	42352	593826	2194521	18791	278085
BFS/TD	Branch-based	27	0.0177926380	44594	635679	2347251	19917	297884
BFS/TD	Branch-based	28	0.0179409590	45907	668583	2466617	20875	313379
BFS/TD	Branch-based	29	0.0181344900	46107	680945	2510848	21316	319118
BFS/TD	Branch-based	30	0.0175528090	45616	674575	2487025	21198	316052
BFS/TD	Branch-based	31	0.0167577160	44083	662949	2442212	20805	310632
BFS/TD	Branch-based	32	0.0156646980	41749	634460	2336358	19824	297370
BFS/TD	Branch-based	33	0.0144804950	39129	597952	2201098	18755	280185
BFS/TD	Branch-based	34	0.0130908950	36007	550106	2024972	17330	257688
BFS/TD	Branch-based	35	0.0116322430	33307	504140	1856509	15865	236171
BFS/TD	Branch-based	36	0.0105171970	30845	473853	1743772	14801	222092
BFS/TD	Branch-based	37	0.0093577820	28212	433331	1594705	13620	203013
BFS/TD	Branch-based	38	0.0085448680	26071	391557	1442418	12386	183360
BFS/TD	Branch-based	39	0.0078641860	23755	362287	1333726	11594	169518
BFS/TD	Branch-based	40	0.0070025970	21468	323432	1191346	10302	151383
BFS/TD	Branch-based	41	0.0063287640	19564	294750	1085555	9464	137881
BFS/TD	Branch-based	42	0.0056912910	17522	262555	967206	8499	122748
BFS/TD	Branch-based	43	0.0050503080	15739	235016	865982	7576	109903
BFS/TD	Branch-based	44	0.0044915850	13892	212144	780833	6884	99159
BFS/TD	Branch-based	45	0.0038359990	11582	182163	669620	5877	85176
BFS/TD	Branch-based	46	0.0031371610	9658	149666	550552	4790	70015
BFS/TD	Branch-based	47	0.0025685450	8108	127321	468060	4100	59533
BFS/TD	Branch-based	48	0.0020388250	6421	105088	385636	3361	49156
BFS/TD	Branch-based	49	0.0015388500	4536	79237	289979	2563	37029
BFS/TD	Branch-based	50	0.0009101370	2919	50090	183350	1634	23385
BFS/TD	Branch-based	51	0.0004811350	1666	31397	114537	1024	14649
BFS/TD	Branch-based	52	0.0001869460	707	15063	54707	504	7002
BFS/TD	Branch-based	53	0.0000482400	186	4121	14952	137	1898
BFS/TD	Branch-based	54	0.0000033600	38	513	1913	18	213
BFS/TD	Branch-avoiding	0	0.0000034570	30	66	410	1	13
BFS/TD	Branch-avoiding	1	0.0000157270	63	263	2606	13	186
BFS/TD	Branch-avoiding	2	0.0000428630	70	768	8232	44	629
BFS/TD	Branch-avoiding	3	0.0000851480	126	1613	17700	92	1378
BFS/TD	Branch-avoiding	4	0.0001591060	239	3177	35138	187	2752
BFS/TD	Branch-avoiding	5	0.0002504190	371	5212	57878	307	4547
BFS/TD	Branch-avoiding	6	0.0003925440	588	8325	92602	495	7284
BFS/TD	Branch-avoiding	7	0.0005717650	857	12113	134810	727	10608
BFS/TD	Branch-avoiding	8	0.0008217490	1184	16590	184586	1009	14521
BFS/TD	Branch-avoiding	9	0.0012635690	1580	22238	247759	1337	19512
BFS/TD	Branch-avoiding	10	0.0016568030	2149	29728	331098	1805	26067
BFS/TD	Branch-avoiding	11	0.0022518410	2762	38576	429759	2341	33842
BFS/TD	Branch-avoiding	12	0.0028388470	3462	49034	546530	2965	43053
BFS/TD	Branch-avoiding	13	0.0036410210	4256	60124	670065	3646	52780
BFS/TD	Branch-avoiding	14	0.0042918060	4941	70283	783811	4229	61773
BFS/TD	Branch-avoiding	15	0.0051551280	5882	83610	932216	5051	73455
BFS/TD	Branch-avoiding	16	0.0059364060	6670	96345	1074743	5787	84719
BFS/TD	Branch-avoiding	17	0.0069358020	7747	110893	1236631	6692	97455
BFS/TD	Branch-avoiding	18	0.0078837610	8788	126433	1410175	7616	111147
